количество детей,возраст,образование,education_id,семейный статус,family_status_id,пол,род деятельности,уровень дохода,цель кредита,просрочки
1,26,среднее,1,женат / замужем,0,F,сотрудник,239515,операции с недвижимостью,1
0,43,высшее,0,женат / замужем,0,M,сотрудник,417051,строительство недвижимости,0
1,48,среднее,1,женат / замужем,0,F,компаньон,131643,автомобили,0
0,30,высшее,0,в разводе,3,F,сотрудник,353864,операции с коммерческой недвижимостью,1
1,32,среднее,1,женат / замужем,0,F,сотрудник,79756,сделка с подержанным автомобилем,0
1,46,среднее,1,женат / замужем,0,F,сотрудник,54797,покупка коммерческой недвижимости,0
2,33,среднее,1,Не женат / не замужем,4,F,сотрудник,98522,сделка с автомобилем,0
0,37,среднее,1,женат / замужем,0,F,сотрудник,156434,сделка с автомобилем,0
0,53,среднее,1,гражданский брак,1,M,сотрудник,193318,покупка жилья,0
0,36,высшее,0,Не женат / не замужем,4,F,сотрудник,138691,операции с коммерческой недвижимостью,0
0,65,среднее,1,вдовец / вдова,2,F,сотрудник,107906,получение образования,0
0,27,среднее,1,женат / замужем,0,M,сотрудник,162146,заняться высшим образованием,0
0,28,высшее,0,гражданский брак,1,M,сотрудник,235311,покупка жилой недвижимости,0
0,69,среднее,1,женат / замужем,0,M,пенсионер,169474,операции с жильем,0
0,57,среднее,1,гражданский брак,1,M,сотрудник,114726,на проведение свадьбы,0
0,64,среднее,1,вдовец / вдова,2,F,пенсионер,149716,покупка жилья для семьи,0
1,42,среднее,1,женат / замужем,0,F,госслужащий,290780,покупка коммерческой недвижимости,0
3,35,среднее,1,женат / замужем,0,M,компаньон,192528,автомобиль,0
