марка,модель кузова,километраж,объем двигателя,тип двигателя,регистрация,год,модель,привод,цена
Hyundai,hatch,121,1.4,Gas,yes,2008,Getz,front,6200.0
Toyota,crossover,20,2.5,Petrol,yes,2013,Rav 4,full,28900.0
Volkswagen,sedan,4,1.6,Other,yes,2016,Jetta,front,19100.0
BMW,sedan,270,2.5,Diesel,no,1992,525,rear,1500.0
Renault,vagon,181,1.5,Diesel,no,2010,Megane,front,5400.0
Nissan,hatch,22,0.11,Other,yes,2013,Leaf,front,15700.0
BMW,crossover,170,3.0,Diesel,yes,2008,X5,full,26900.0
Volkswagen,van,120,2.0,Diesel,yes,2007,Touran,front,10600.0
Honda,sedan,77,2.4,Petrol,yes,2011,Accord,front,16777.0
Land Rover,crossover,39,5.0,Petrol,yes,2014,Range Rover,full,102999.0
Mitsubishi,crossover,126,3.0,Gas,yes,2008,Pajero Wagon,full,16900.0
BMW,other,265,2.8,Gas,yes,1998,328,rear,8500.0
Mercedes-Benz,van,162,1.8,Diesel,yes,2012,B 180,front,17800.0
Mercedes-Benz,sedan,198,1.8,Gas,yes,2011,E-Class,rear,20300.0
Mitsubishi,sedan,83,1.6,Other,yes,2007,Lancer,front,7200.0
Volkswagen,van,169,1.6,Diesel,yes,2011,Caddy ãðóç.,front,8599.0
BMW,other,220,2.5,Petrol,yes,1997,323,rear,6400.0
Ford,hatch,150,1.4,Petrol,yes,2007,Fiesta,front,6450.0
Audi,sedan,374,2.5,Diesel,no,2001,A8,full,3600.0
Chevrolet,sedan,121,1.6,Petrol,yes,2008,Lacetti,front,5999.0
Mazda,sedan,0,2.0,Other,yes,2016,6,front,25000.0
Ford,hatch,149,1.4,Petrol,yes,2007,Fiesta,front,6450.0
Land Rover,crossover,63,4.4,Diesel,yes,2012,Range Rover,full,47500.0
Ford,hatch,150,1.4,Petrol,yes,2007,Fiesta,front,6450.0
Subaru,sedan,125,2.0,Petrol,yes,2007,Legacy,full,10500.0
BMW,sedan,78,2.0,Petrol,yes,2012,528,rear,28900.0
Toyota,crossover,165,2.7,Gas,yes,2005,Land Cruiser Prado,full,15500.0
Nissan,crossover,0,1.6,Petrol,yes,2016,Juke,front,15656.589
Opel,sedan,335,2.5,Gas,yes,1998,Omega,rear,6700.0
Tesla,sedan,7,2.6290927510130397,Other,yes,2016,Model S,rear,159600.0
Peugeot,sedan,171,2.0,Petrol,yes,2006,407,front,6000.0
Nissan,sedan,80,1.8,Petrol,yes,2003,Primera,front,6700.0
Lexus,sedan,147,2.5,Other,yes,2007,IS 250,rear,15000.0
Land Rover,crossover,50,4.4,Diesel,yes,2013,Range Rover,full,99000.0
Mercedes-Benz,sedan,288,3.2,Gas,yes,2001,E-Class,rear,6999.0
Land Rover,crossover,70,4.4,Diesel,yes,2012,Range Rover,full,52000.0
Porsche,other,11,3.8,Petrol,yes,2010,911,rear,60000.0
Mercedes-Benz,van,42,2.2,Diesel,yes,2014,V 250,full,72700.0
Opel,sedan,290,2.0,Petrol,yes,1997,Omega,rear,4200.0
Mazda,hatch,208,2.0,Petrol,yes,2003,6,front,6800.0
Mercedes-Benz,sedan,317,5.0,Petrol,yes,2001,S 500,rear,13500.0
Volkswagen,vagon,210,1.9,Diesel,yes,2008,Touran,front,11000.0
Subaru,crossover,28,2.0,Petrol,yes,2010,Forester,full,17000.0
Toyota,crossover,88,4.5,Diesel,yes,2009,Land Cruiser 200,full,39000.0
Mercedes-Benz,crossover,46,5.5,Petrol,yes,2008,G 500,full,53500.0
Toyota,sedan,86,3.5,Petrol,yes,2013,Camry,front,28999.0
Honda,sedan,120,3.5,Petrol,yes,2008,Accord,front,13700.0
BMW,sedan,5,2.0,Petrol,yes,2016,520,rear,42000.0
Subaru,other,103,2.0,Diesel,yes,2009,Legacy,full,12200.0
Hyundai,crossover,94,2.0,Diesel,yes,2013,IX35,full,25600.0
Volkswagen,sedan,186,3.2,Petrol,yes,2006,Passat B6,full,12000.0
Subaru,crossover,230,2.5,Gas,yes,2006,Forester,full,9700.0
Chevrolet,sedan,110,1.6,Gas,yes,2013,Lacetti,full,8800.0
Volkswagen,other,180,1.9,Diesel,yes,2010,Caddy ãðóç.,front,8900.0
Land Rover,crossover,0,4.4,Diesel,yes,2016,Range Rover,full,169900.0
BMW,sedan,30,4.4,Petrol,yes,2014,550,full,75555.0
Land Rover,crossover,60,4.4,Diesel,yes,2014,Range Rover,full,95555.0
BMW,sedan,2,2.0,Petrol,yes,2016,520,rear,42900.0
Opel,sedan,44,1.6,Gas,yes,2012,Astra H,front,10950.0
Mazda,hatch,100,2.0,Petrol,yes,1992,626,front,2800.0
Subaru,sedan,170,3.0,Petrol,yes,2004,Legacy,full,8400.0
Toyota,sedan,177,2.4,Gas,yes,2009,Camry,front,12900.0
Toyota,sedan,115,1.6,Petrol,yes,2008,Corolla,front,8900.0
Ford,sedan,313,1.6,Petrol,yes,1993,Mondeo,front,2500.0
Renault,vagon,78,1.5,Diesel,yes,2014,Kangoo ãðóç.,front,9500.0
Opel,vagon,170,1.3,Diesel,yes,2006,Astra H,front,6800.0
BMW,crossover,180,4.8,Gas,yes,2008,X5,full,26999.0
Toyota,sedan,21,2.5,Petrol,yes,2015,Camry,front,27700.0
Subaru,crossover,0,2.5,Petrol,yes,2015,Forester,full,29500.0
Renault,van,145,1.5,Other,yes,2010,Kangoo ãðóç.,front,5300.0
Toyota,sedan,151,1.6,Gas,yes,2007,Corolla,front,9100.0
Subaru,crossover,110,2.5,Petrol,yes,2008,Forester,full,14300.0
Ford,crossover,79,2.5,Petrol,yes,2013,Kuga,full,14999.0
BMW,sedan,298,2.5,Petrol,yes,1998,523,rear,6500.0
Renault,van,134,1.5,Diesel,yes,2011,Kangoo ãðóç.,front,6600.0
Chevrolet,sedan,242,1.6,Gas,yes,2004,Lacetti,front,5450.0
Audi,crossover,205,4.2,Gas,yes,2007,Q7,full,23800.0
Toyota,crossover,1,2.0,Petrol,yes,2016,Rav 4,front,20859.15
Volkswagen,van,11,1.4,Petrol,yes,2016,Touran,front,33700.0
Volkswagen,sedan,140,2.0,Petrol,yes,2006,Jetta,front,13000.0
Nissan,crossover,127,3.5,Gas,yes,2007,Murano,full,13300.0
Land Rover,crossover,99,5.0,Petrol,yes,2010,Range Rover,full,44000.0
Hyundai,crossover,0,2.2,Diesel,yes,2016,Santa FE,full,39900.0
Volkswagen,sedan,109,1.8,Petrol,yes,2012,Passat B7,front,19000.0
Ford,hatch,114,1.4,Gas,yes,2009,Focus,front,7200.0
Lexus,crossover,142,3.5,Gas,yes,2008,RX 350,full,19999.0
Toyota,sedan,22,2.5,Petrol,yes,2015,Camry,front,32000.0
BMW,sedan,303,2.5,Diesel,no,1999,525,rear,2200.0
BMW,vagon,1,2.0,Diesel,no,2002,320,rear,3100.0
Toyota,crossover,165,4.0,Gas,yes,2011,Land Cruiser Prado,full,35500.0
Kia,sedan,60,1.6,Petrol,yes,2012,Rio,front,11200.0
Smart,other,26,1.0,Petrol,yes,2011,Fortwo,rear,8800.0
Mitsubishi,crossover,220,2.4,Gas,yes,2004,Outlander,full,8000.0
Chevrolet,vagon,142,1.8,Gas,yes,2010,Lacetti,front,7800.0
Skoda,sedan,149,1.6,Gas,yes,2008,Octavia Tour,front,8500.0
Volkswagen,sedan,162,1.4,Petrol,yes,2012,Passat B7,front,13499.0
Volkswagen,other,189,2.0,Diesel,yes,2011,Caddy ãðóç.,front,11500.0
Hyundai,crossover,0,2.2,Diesel,yes,2016,Santa FE,full,37400.0
Renault,van,207,2.0,Diesel,yes,2012,Trafic ãðóç.,front,10999.0
Mercedes-Benz,van,395,2.3,Diesel,no,1997,Vito ïàññ.,front,3500.0
Peugeot,hatch,0,1.6,Diesel,yes,2016,308,front,17895.15
Honda,sedan,143,2.0,Petrol,yes,2008,Accord,rear,13950.0
Mercedes-Benz,sedan,59,4.6,Petrol,yes,2011,S 500,full,43500.0
Hyundai,crossover,145,2.0,Gas,yes,2011,IX35,full,18900.0
Chery,sedan,83,1.6,Petrol,yes,2008,Amulet,front,3500.0
Bentley,other,20,6.0,Petrol,yes,2008,Continental,full,85000.0
Hyundai,crossover,142,2.0,Diesel,yes,2007,Tucson,full,10800.0
Audi,sedan,270,2.6,Petrol,yes,1995,A6,front,4850.0
Mercedes-Benz,other,206,2.2,Diesel,yes,2004,Vito ïàññ.,rear,7900.0
Infiniti,crossover,44,3.7,Petrol,yes,2012,FX 37,full,33800.0
Ford,sedan,117,2.0,Petrol,yes,2008,Mondeo,front,8900.0
Honda,sedan,140,2.0,Petrol,yes,2006,Accord,front,9850.0
Nissan,crossover,151,2.5,Diesel,yes,2006,Pathfinder,full,14500.0
BMW,crossover,270,4.6,Gas,yes,2004,X5,full,13700.0
BMW,vagon,236,2.0,Diesel,no,2001,320,rear,2900.0
Volkswagen,other,200,1.6,Diesel,yes,2011,Caddy ãðóç.,front,8500.0
Mazda,crossover,69,2.6290927510130397,Petrol,yes,2008,CX-7,full,13500.0
Honda,sedan,1,1.6,Petrol,yes,1999,Civic,front,4800.0
Mercedes-Benz,van,190,2.2,Diesel,yes,2009,Vito ïàññ.,rear,13600.0
Land Rover,crossover,57,3.0,Diesel,yes,2013,Range Rover Sport,full,53500.0
Nissan,crossover,83,2.0,Petrol,yes,2013,X-Trail,full,16600.0
Nissan,sedan,115,2.5,Petrol,yes,2009,Teana,front,12300.0
Smart,hatch,91,0.6,Petrol,no,2002,Fortwo,rear,2300.0
Lexus,crossover,63,5.7,Gas,yes,2012,LX 570,full,74777.0
Mitsubishi,crossover,225,2.4,Gas,yes,2004,Outlander,full,9500.0
Daewoo,sedan,64,1.4,Petrol,yes,2008,Lanos,front,3650.0
Hyundai,crossover,125,2.7,Gas,yes,2007,Santa FE,full,16300.0
Ford,hatch,44,1.0,Petrol,yes,2013,Focus,front,12000.0
Toyota,hatch,282,1.4,Petrol,yes,1995,Corolla,front,3700.0
Hyundai,crossover,106,2.0,Gas,yes,2007,Tucson,full,10800.0
BMW,sedan,225,3.0,Diesel,yes,2003,530,rear,10999.0
Land Rover,crossover,60,3.0,Diesel,yes,2013,Range Rover Sport,full,85900.0
Land Rover,crossover,120,5.0,Petrol,yes,2012,Range Rover,full,39900.0
Renault,van,129,1.5,Other,yes,2014,Kangoo ãðóç.,front,7899.0
Toyota,sedan,131,2.4,Petrol,yes,2007,Camry,front,11700.0
Volkswagen,sedan,1,1.6,Other,yes,2016,Polo,front,14500.0
Mercedes-Benz,other,120,2.6,Petrol,yes,2004,CLK 240,rear,15300.0
Mercedes-Benz,crossover,99,5.0,Gas,yes,2005,G 63 AMG,full,35500.0
BMW,sedan,335,2.8,Petrol,yes,1996,528,rear,6500.0
Mercedes-Benz,other,82,5.5,Petrol,yes,2010,S 500,full,44000.0
Mercedes-Benz,van,177,2.6290927510130397,Diesel,yes,2013,Vito ãðóç.,rear,12000.0
Ford,hatch,45,1.0,Petrol,yes,2013,Focus,front,10400.0
Nissan,hatch,45,2.6290927510130397,Other,yes,2013,Leaf,front,18000.0
Nissan,crossover,107,2.0,Gas,yes,2008,Qashqai,full,12500.0
BMW,crossover,152,3.0,Diesel,yes,2008,X5,full,32500.0
Toyota,crossover,73,4.0,Petrol,yes,2008,Land Cruiser Prado,full,24000.0
Audi,sedan,1,1.4,Petrol,yes,2016,A4,front,29602.95
Volkswagen,van,124,2.0,Diesel,yes,2013,T5 (Transporter) ãðóç,front,13500.0
Toyota,crossover,146,2.4,Gas,yes,2008,Rav 4,full,15500.0
BMW,other,205,2.6290927510130397,Petrol,yes,2004,530,rear,15000.0
Volvo,sedan,127,3.0,Petrol,yes,2011,S80,full,23880.0
BMW,crossover,184,3.0,Gas,yes,2004,X5,full,13900.0
Nissan,hatch,41,2.6290927510130397,Other,yes,2014,Leaf,full,15500.0
Mercedes-Benz,other,6,5.5,Petrol,yes,2016,S 63 AMG,full,250000.0
Nissan,hatch,22,2.6290927510130397,Other,yes,2014,Leaf,front,15000.0
Toyota,crossover,252,4.2,Diesel,yes,2002,Land Cruiser 100,full,19800.0
Mercedes-Benz,other,3,5.5,Petrol,yes,2016,S 63 AMG,full,249999.0
Porsche,crossover,200,3.2,Gas,yes,2005,Cayenne,full,18500.0
Subaru,crossover,160,3.0,Petrol,yes,2006,Tribeca,full,10900.0
Bentley,other,45,6.0,Petrol,yes,2005,Continental,full,55555.0
VAZ,sedan,200,1.5,Gas,yes,2004,2115,front,3300.0
BMW,sedan,206,3.0,Petrol,yes,2003,530,rear,11400.0
Ford,hatch,1,1.25,Petrol,yes,2015,Fiesta,front,10066.485
Toyota,sedan,49,3.5,Petrol,yes,2011,Camry,front,20800.0
Renault,van,73,1.5,Diesel,yes,2008,Kangoo ïàññ.,front,6300.0
Mitsubishi,other,200,2.4,Petrol,no,2002,Lancer,front,2600.0
Hyundai,sedan,0,1.8,Petrol,yes,2015,Elantra,front,21166.665
SsangYong,crossover,153,2.6290927510130397,Diesel,yes,2010,Kyron,full,11400.0
Toyota,crossover,160,4.7,Gas,yes,2003,Land Cruiser 100,full,18400.0
Volkswagen,crossover,30,3.0,Diesel,yes,2015,Touareg,full,51900.0
Hyundai,crossover,78,2.0,Petrol,yes,2009,Tucson,full,11200.0
Audi,sedan,155,3.0,Petrol,yes,2010,A6,full,20500.0
Hyundai,other,57,1.6,Petrol,yes,2012,Elantra,front,13800.0
Mercedes-Benz,other,266,3.0,Diesel,yes,2007,E-Class,rear,16800.0
Volkswagen,crossover,73,3.0,Diesel,yes,2012,Touareg,full,37900.0
Volkswagen,other,520,2.5,Diesel,yes,1999,T4 (Transporter) ïàññ.,front,8700.0
Mercedes-Benz,sedan,195,3.0,Diesel,yes,2007,E-Class,rear,15200.0
Audi,vagon,270,2.5,Diesel,no,2001,A6,front,2650.0
Toyota,sedan,127,2.4,Gas,yes,2008,Camry,front,14500.0
Ford,hatch,190,1.2,Petrol,yes,2008,Fiesta,front,5700.0
BMW,sedan,233,3.0,Diesel,yes,2003,530,rear,13500.0
Mercedes-Benz,sedan,97,2.2,Diesel,yes,2011,E-Class,rear,31900.0
Mercedes-Benz,sedan,167,3.2,Diesel,yes,2003,E-Class,rear,11800.0
Audi,vagon,230,2.5,Diesel,yes,1999,A6,front,6399.0
Skoda,sedan,140,1.8,Petrol,yes,2007,Superb,front,8800.0
Audi,sedan,270,2.5,Diesel,no,2000,A6,front,3800.0
Mercedes-Benz,crossover,127,5.5,Petrol,yes,2010,GL 550,full,39900.0
Porsche,crossover,73,3.0,Diesel,yes,2011,Cayenne,full,49900.0
Porsche,crossover,53,3.6,Petrol,yes,2013,Cayenne,full,50900.0
Volvo,sedan,143,2.4,Other,yes,2006,S80,front,10200.0
Mitsubishi,crossover,197,3.0,Gas,yes,2006,Pajero Sport,full,11700.0
Ford,hatch,250,2.0,Petrol,yes,1986,Scorpio,rear,1250.0
Volkswagen,sedan,107,1.8,Petrol,yes,2012,Passat CC,front,20600.0
Mercedes-Benz,sedan,172,2.8,Petrol,yes,1997,E-Class,rear,9200.0
Mercedes-Benz,vagon,160,2.2,Diesel,yes,2014,E-Class,rear,26800.0
Land Rover,crossover,171,3.6,Diesel,yes,2008,Range Rover Sport,full,26700.0
Volkswagen,sedan,60,1.8,Petrol,yes,2014,Passat B7,front,25999.0
Volkswagen,van,158,2.0,Diesel,yes,2009,Caddy ãðóç.,front,7600.0
Hyundai,sedan,90,1.6,Petrol,yes,2011,Elantra,front,9300.0
Mercedes-Benz,crossover,88,5.46,Petrol,yes,2013,G 63 AMG,full,140000.0
Skoda,vagon,175,1.4,Petrol,yes,2004,Fabia,front,5200.0
Ford,sedan,21,2.0,Petrol,yes,2012,Mondeo,front,19000.0
BMW,other,72,3.0,Petrol,yes,2007,Z4,rear,21500.0
Toyota,crossover,90,4.0,Petrol,yes,2008,FJ Cruiser,full,24800.0
Mercedes-Benz,sedan,115,5.5,Petrol,yes,2011,S 500,full,46700.0
Subaru,sedan,76,2.0,Petrol,yes,2008,Legacy,full,9999.0
Ford,hatch,35,2.3,Petrol,yes,2013,Mondeo,front,19500.0
BMW,crossover,0,3.0,Diesel,yes,2016,X6,full,86999.0
Toyota,crossover,126,4.7,Petrol,yes,2008,Land Cruiser 200,full,37600.0
Kia,other,87,2.2,Diesel,yes,2010,Sorento,full,18700.0
BMW,sedan,328,2.5,Diesel,no,1996,525,rear,2450.0
Skoda,other,102,1.8,Petrol,yes,2010,Octavia A5,front,12300.0
Volkswagen,other,112,2.0,Petrol,yes,2012,Passat CC,front,19900.0
Porsche,crossover,120,3.2,Petrol,yes,2005,Cayenne,full,16900.0
Volkswagen,sedan,82,2.0,Diesel,yes,2012,Passat B7,front,20900.0
Hyundai,crossover,120,2.7,Petrol,yes,2006,Tucson,full,10500.0
BMW,other,98,3.0,Petrol,yes,2007,Z4,rear,17900.0
Toyota,crossover,263,4.2,Diesel,yes,2001,Land Cruiser 100,full,19000.0
Audi,crossover,65,2.99,Diesel,yes,2013,A6 Allroad,full,55000.0
Mercedes-Benz,crossover,0,3.0,Diesel,yes,2016,GLS 350,full,124999.0
Bentley,other,0,6.0,Petrol,yes,2015,Continental,full,222222.0
Renault,van,123,1.5,Diesel,yes,2009,Kangoo ïàññ.,front,7499.0
Volkswagen,vagon,101,2.0,Diesel,yes,2011,Passat B6,front,6500.0
Honda,sedan,130,1.8,Petrol,yes,2007,Civic,front,10999.0
Subaru,crossover,110,3.0,Petrol,yes,2006,Tribeca,full,13000.0
Hyundai,crossover,20,2.2,Diesel,yes,2013,Santa FE,full,28888.0
Mercedes-Benz,crossover,135,3.5,Petrol,yes,2007,ML 350,full,21000.0
Mercedes-Benz,sedan,29,6.3,Petrol,yes,2007,S 63 AMG,rear,39900.0
Mercedes-Benz,sedan,319,2.2,Diesel,yes,2003,220,rear,11000.0
Mercedes-Benz,van,160,3.0,Diesel,yes,2007,Vito ïàññ.,rear,12700.0
Nissan,hatch,29,2.6290927510130397,Other,yes,2014,Leaf,front,15861.0
Renault,van,136,1.5,Diesel,yes,2012,Kangoo ãðóç.,front,6400.0
Chevrolet,crossover,164,1.7,Other,yes,2006,Niva,full,4450.0
Skoda,sedan,234,1.8,Petrol,no,2002,Superb,front,3300.0
Renault,other,160,2.0,Petrol,no,2001,Megane,front,2700.0
Toyota,crossover,250,4.7,Gas,yes,2001,Land Cruiser 100,full,16000.0
Opel,van,190,1.7,Diesel,yes,2011,Zafira,front,12800.0
Hyundai,crossover,1,2.2,Diesel,yes,2015,Santa FE,front,27768.975
Toyota,crossover,115,5.7,Petrol,yes,2008,Land Cruiser 200,full,37500.0
Nissan,crossover,1,2.0,Petrol,yes,2015,Qashqai,front,21303.75
BMW,crossover,98,3.0,Petrol,yes,2011,X6,full,39600.0
Nissan,hatch,34,2.6290927510130397,Other,yes,2013,Leaf,front,14673.0
Kia,crossover,80,2.0,Gas,yes,2013,Sportage,full,19600.0
Chevrolet,sedan,58,2.0,Petrol,yes,2012,Epica,front,8900.0
BMW,sedan,630,2.6290927510130397,Petrol,yes,2010,523,rear,30500.0
BMW,sedan,850,2.6290927510130397,Petrol,yes,2011,523,rear,29500.0
Nissan,crossover,740,2.0,Petrol,yes,2008,X-Trail,full,14500.0
VAZ,sedan,154,1.6,Gas,yes,2008,21099,front,3350.0
Hyundai,sedan,162,2.2,Diesel,yes,2006,Santa FE,full,11999.0
Chevrolet,sedan,135,1.5,Gas,yes,2008,Aveo,front,4999.0
Volkswagen,sedan,200,1.3,Gas,yes,1991,Jetta,front,2450.0
Toyota,sedan,139,3.5,Petrol,yes,2008,Camry,front,11999.0
Mercedes-Benz,sedan,84,5.5,Petrol,yes,2011,S 500,full,39900.0
Nissan,hatch,42,2.6290927510130397,Other,yes,2013,Leaf,front,14246.0
Chevrolet,hatch,81,1.6,Petrol,yes,2009,Lacetti,front,6300.0
Volkswagen,van,196,2.0,Diesel,yes,2011,T5 (Transporter) ãðóç,front,12000.0
BMW,sedan,147,3.0,Diesel,yes,2009,730,rear,33000.0
Hyundai,crossover,87,2.4,Gas,yes,2011,Santa FE,full,15999.0
Skoda,sedan,39,1.8,Petrol,yes,2013,Octavia A5,front,15800.0
Skoda,hatch,220,1.9,Diesel,no,2002,Octavia,front,3400.0
BMW,other,82,3.0,Petrol,yes,2012,640,rear,49900.0
Hyundai,crossover,78,2.0,Petrol,yes,2009,Tucson,full,12333.0
Skoda,vagon,112,1.8,Petrol,yes,2011,Superb,front,15500.0
Volkswagen,sedan,195,2.0,Petrol,yes,2006,Passat B6,front,9200.0
Skoda,sedan,170,1.6,Petrol,yes,2007,Octavia A5,front,9100.0
Ford,sedan,67,2.0,Petrol,yes,2011,Mondeo,front,15999.0
Nissan,crossover,140,2.0,Petrol,yes,2009,Qashqai,full,11800.0
Volkswagen,sedan,240,1.8,Petrol,yes,1991,Jetta,front,3000.0
Porsche,sedan,29,3.0,Petrol,yes,2014,Panamera,full,79900.0
Bentley,other,20,6.0,Petrol,yes,2008,Continental,full,85000.0
Chevrolet,sedan,11,2.6290927510130397,Petrol,yes,2007,Aveo,front,5200.0
Volkswagen,other,146,1.6,Diesel,yes,2012,Caddy,front,10800.0
BMW,crossover,250,3.0,Diesel,yes,2004,X5,full,16800.0
Land Rover,crossover,169,4.2,Gas,yes,2007,Range Rover Sport,full,19500.0
Opel,van,180,2.0,Diesel,yes,2010,Vivaro ïàññ.,front,15500.0
VAZ,sedan,84,1.6,Petrol,yes,2007,21099,front,2900.0
Skoda,sedan,57,1.4,Petrol,yes,2012,Superb,front,17900.0
BMW,crossover,194,3.0,Petrol,yes,2007,X5,full,23999.0
Nissan,other,1,3.8,Petrol,yes,2016,GT-R,full,115916.4825
Mercedes-Benz,sedan,76,6.0,Petrol,yes,2010,S 500,rear,69900.0
Porsche,sedan,29,3.0,Petrol,yes,2014,Panamera,full,79900.0
VAZ,sedan,35,1.5,Petrol,yes,2009,2107,rear,3600.0
Opel,sedan,107,1.4,Petrol,yes,2007,Astra G,front,7500.0
Skoda,sedan,102,1.6,Petrol,yes,2012,Octavia A5,front,12300.0
Hyundai,sedan,59,1.4,Petrol,yes,2012,Accent,front,10200.0
Nissan,hatch,49,2.6290927510130397,Other,yes,2013,Leaf,front,15658.0
Hyundai,crossover,138,2.0,Gas,yes,2007,Tucson,front,9550.0
Volkswagen,van,126,2.0,Diesel,yes,2012,Caddy ãðóç.,front,9850.0
Opel,hatch,316,2.0,Diesel,no,1999,Astra G,front,1850.0
Volkswagen,sedan,128,1.8,Petrol,yes,2013,Passat B7,front,19500.0
Honda,other,200,1.7,Gas,yes,2002,Civic,front,5200.0
Honda,hatch,260,1.5,Petrol,yes,1999,Civic,front,4000.0
Mercedes-Benz,crossover,139,3.5,Gas,yes,2009,ML 350,full,29000.0
Volkswagen,other,280,2.8,Diesel,yes,2006,LT ïàññ.,rear,15000.0
Toyota,sedan,57,1.3,Petrol,yes,2010,Corolla,front,10700.0
Porsche,crossover,52,3.0,Diesel,yes,2013,Cayenne,full,51000.0
Toyota,crossover,1,2.7,Petrol,yes,2015,Land Cruiser Prado,full,33715.5
Ford,other,200,4.6,Gas,yes,1994,Mustang GT,rear,13000.0
Toyota,crossover,0,4.5,Diesel,yes,2015,Land Cruiser 200,full,164500.0
Mitsubishi,crossover,97,3.2,Diesel,yes,2009,Pajero Wagon,full,18700.0
Nissan,other,18,3.8,Petrol,yes,2014,GT-R,full,94500.0
Audi,vagon,140,4.2,Petrol,yes,2007,A6 Allroad,full,16999.0
Land Rover,crossover,0,5.0,Petrol,yes,2015,Range Rover Sport,full,92000.0
Mitsubishi,sedan,170,1.6,Petrol,yes,2007,Lancer,front,5900.0
ZAZ,hatch,12,1.5,Petrol,yes,2015,Lanos,front,5950.0
Nissan,hatch,33,2.6290927510130397,Other,yes,2014,Leaf,front,19800.0
Nissan,hatch,61,2.6290927510130397,Other,yes,2013,Leaf,front,15444.0
Hyundai,sedan,74,2.4,Gas,yes,2012,Sonata,front,14900.0
Nissan,hatch,30,2.6290927510130397,Other,yes,2011,Leaf,front,12850.0
Mitsubishi,sedan,95,2.0,Petrol,yes,2008,Lancer X,front,9300.0
Toyota,crossover,150,4.0,Petrol,yes,2005,Land Cruiser Prado,full,19500.0
Citroen,sedan,123,1.6,Petrol,yes,2013,DS5,front,19000.0
Lexus,crossover,85,5.7,Gas,yes,2009,LX 570,full,43800.0
Mercedes-Benz,crossover,96,3.5,Petrol,yes,2010,ML 350,full,32000.0
Toyota,sedan,185,1.6,Petrol,yes,2008,Corolla,front,10500.0
Hyundai,sedan,0,2.4,Petrol,yes,2016,Sonata,front,33500.0
Opel,vagon,180,1.6,Petrol,yes,2000,Astra G,front,4600.0
Chevrolet,sedan,126,1.5,Gas,yes,2007,Aveo,front,5200.0
Lexus,crossover,118,5.7,Petrol,yes,2010,LX 570,full,54500.0
Renault,vagon,199,1.9,Diesel,no,2003,Laguna,front,2150.0
BMW,sedan,270,1.8,Petrol,no,1995,318,rear,1650.0
BMW,sedan,200,2.0,Diesel,no,1999,320,rear,3150.0
Mercedes-Benz,sedan,42,3.0,Diesel,yes,2011,S 350,rear,45555.0
Volkswagen,crossover,90,2.0,Petrol,yes,2011,Tiguan,full,16000.0
Hyundai,sedan,110,3.0,Petrol,yes,2012,Grandeur,front,21900.0
Volkswagen,van,152,1.6,Diesel,yes,2012,Caddy ãðóç.,front,9555.0
Volkswagen,van,157,1.6,Diesel,yes,2012,Caddy ãðóç.,front,10777.0
Volkswagen,vagon,171,1.9,Diesel,yes,2009,Golf Variant,front,11000.0
Nissan,other,18,3.8,Petrol,yes,2013,GT-R,full,94900.0
Volkswagen,hatch,156,1.6,Diesel,yes,2011,Golf VI,front,12700.0
Daewoo,sedan,147,1.3,Petrol,yes,2003,Sens,front,2750.0
BMW,other,0,3.0,Petrol,yes,2016,640,full,99999.0
VAZ,sedan,160,1.5,Petrol,yes,2006,21099,front,3100.0
Renault,sedan,310,1.4,Petrol,yes,2003,Symbol,front,4200.0
Volkswagen,van,250,2.0,Diesel,yes,2010,T6 (Transporter) ïàññ.,full,17777.0
Mercedes-Benz,sedan,210,2.0,Petrol,yes,1995,200,rear,3799.0
Nissan,hatch,27,2.6290927510130397,Other,yes,2013,Leaf,front,16238.0
Mercedes-Benz,crossover,0,3.0,Diesel,yes,2016,GLS 350,full,114999.0
Ford,sedan,260,1.6,Gas,yes,1994,Mondeo,front,3050.0
Dodge,other,138,5.7,Gas,yes,2006,RAM,full,16000.0
Mercedes-Benz,van,217,2.2,Diesel,yes,2012,Vito ãðóç.,rear,14600.0
Audi,sedan,259,3.0,Diesel,no,2005,A6,full,7750.0
BMW,other,122,2.2,Petrol,yes,2005,520,rear,16500.0
BMW,sedan,219,3.6,Petrol,yes,2002,735,rear,12600.0
Lexus,crossover,161,4.7,Petrol,yes,2006,LX 470,full,26900.0
BMW,sedan,315,2.5,Diesel,no,1998,525,rear,3100.0
Hyundai,crossover,67,2.0,Diesel,yes,2012,IX35,full,20300.0
Hyundai,crossover,55,2.0,Diesel,yes,2012,IX35,full,20300.0
Suzuki,crossover,128,2.0,Gas,yes,2007,Grand Vitara,full,10999.0
Renault,van,250,1.9,Diesel,yes,2005,Trafic ãðóç.,front,5900.0
Lexus,sedan,107,2.5,Petrol,yes,2007,IS 250,rear,15300.0
Nissan,crossover,116,5.6,Gas,yes,2007,Armada,full,18888.0
VAZ,sedan,67,1.6,Petrol,yes,2013,2170,front,5450.0
Nissan,crossover,1,1.6,Diesel,yes,2016,X-Trail,front,27694.134
Volkswagen,vagon,161,2.0,Diesel,yes,2008,Passat B6,front,8999.0
BMW,crossover,73,2.0,Petrol,yes,2011,X1,rear,20500.0
Toyota,sedan,189,2.4,Gas,yes,2007,Camry,front,11800.0
Volkswagen,vagon,167,1.6,Diesel,yes,2011,Golf Variant,front,12800.0
